ausente2_ausente,ausente2_matthei,ausente2_parisi,ausente2_kaiser,ausente2_kast,ausente2_jara,ausente2_otros,ausente2_nulosblancos,nulosblancos2_ausente,nulosblancos2_matthei,nulosblancos2_parisi,nulosblancos2_kaiser,nulosblancos2_kast,nulosblancos2_jara,nulosblancos2_otros,nulosblancos2_nulosblancos,kast2_ausente,kast2_matthei,kast2_parisi,kast2_kaiser,kast2_kast,kast2_jara,kast2_otros,kast2_nulosblancos,jara2_ausente,jara2_matthei,jara2_parisi,jara2_kaiser,jara2_kast,jara2_jara,jara2_otros,jara2_nulosblancos,comuna,n_original,n_consolidado
0.706,0.184,0.027,0.193,0.013,0.018,0.022,0.012,0.022,0.053,0.173,0.021,0.013,0.015,0.166,0.453,0.231,0.635,0.415,0.646,0.951,0.019,0.283,0.011,0.041,0.128,0.386,0.14,0.023,0.949,0.528,0.525,ILLAPEL,72,72
0.96,0.045,0.018,0.01,0.036,0.013,0.014,0.008,0.01,0.081,0.162,0.008,0.009,0.009,0.013,0.431,0.014,0.775,0.47,0.873,0.908,0.013,0.009,0.007,0.016,0.099,0.351,0.109,0.047,0.966,0.964,0.554,INDEPENDENCIA,235,100
0.95,0.009,0.028,0.013,0.011,0.013,0.07,0.009,0.013,0.031,0.17,0.057,0.014,0.018,0.015,0.259,0.023,0.747,0.461,0.874,0.961,0.017,0.327,0.377,0.015,0.213,0.341,0.056,0.013,0.952,0.588,0.355,IQUIQUE,432,100
0.756,0.012,0.011,0.201,0.013,0.156,0.498,0.066,0.017,0.012,0.02,0.155,0.014,0.023,0.007,0.665,0.027,0.846,0.019,0.618,0.961,0.061,0.011,0.175,0.2,0.131,0.95,0.026,0.012,0.761,0.484,0.094,ISLA DE PASCUA,18,18
0.928,0.019,0.014,0.014,0.014,0.016,0.083,0.012,0.02,0.018,0.102,0.044,0.016,0.04,0.214,0.298,0.031,0.698,0.48,0.729,0.958,0.025,0.237,0.282,0.021,0.265,0.403,0.213,0.011,0.919,0.466,0.408,LA CISTERNA,210,100
0.686,0.071,0.022,0.076,0.016,0.015,0.061,0.01,0.085,0.138,0.129,0.02,0.012,0.012,0.109,0.286,0.164,0.511,0.47,0.87,0.937,0.011,0.473,0.693,0.065,0.279,0.38,0.034,0.034,0.962,0.357,0.01,LA CRUZ,48,48
0.712,0.019,0.083,0.01,0.018,0.013,0.029,0.007,0.018,0.139,0.112,0.011,0.012,0.014,0.014,0.516,0.246,0.619,0.319,0.962,0.951,0.018,0.276,0.469,0.024,0.223,0.486,0.018,0.018,0.955,0.681,0.008,LA ESTRELLA,11,11
0.941,0.018,0.014,0.009,0.011,0.01,0.006,0.008,0.014,0.075,0.155,0.056,0.017,0.013,0.101,0.338,0.017,0.685,0.388,0.874,0.948,0.019,0.007,0.188,0.027,0.221,0.443,0.061,0.024,0.957,0.886,0.467,LA FLORIDA,794,100
0.862,0.012,0.025,0.028,0.026,0.02,0.012,0.011,0.029,0.081,0.086,0.036,0.019,0.028,0.312,0.274,0.071,0.615,0.349,0.901,0.92,0.037,0.011,0.204,0.037,0.291,0.54,0.035,0.035,0.914,0.664,0.51,LA GRANJA,249,100
0.573,0.104,0.039,0.346,0.119,0.011,0.009,0.007,0.01,0.007,0.082,0.009,0.01,0.019,0.007,0.976,0.407,0.675,0.651,0.44,0.825,0.012,0.009,0.008,0.01,0.214,0.228,0.205,0.046,0.958,0.975,0.009,LA HIGUERA,13,13
0.807,0.021,0.03,0.024,0.011,0.01,0.007,0.074,0.033,0.101,0.14,0.012,0.016,0.014,0.059,0.458,0.025,0.703,0.446,0.945,0.955,0.02,0.386,0.1,0.135,0.175,0.384,0.019,0.018,0.956,0.548,0.369,LA LIGUA,86,86
0.375,0.243,0.069,0.487,0.014,0.018,0.008,0.009,0.062,0.152,0.17,0.01,0.012,0.01,0.008,0.135,0.289,0.591,0.31,0.489,0.958,0.013,0.365,0.56,0.273,0.014,0.452,0.014,0.016,0.959,0.619,0.296,LA PINTANA,347,100
0.924,0.02,0.007,0.024,0.012,0.011,0.006,0.007,0.015,0.136,0.072,0.024,0.011,0.009,0.142,0.395,0.034,0.744,0.586,0.701,0.962,0.015,0.007,0.076,0.027,0.1,0.335,0.251,0.016,0.965,0.845,0.522,LA REINA,229,100
0.931,0.013,0.018,0.011,0.014,0.012,0.122,0.013,0.015,0.091,0.203,0.009,0.008,0.006,0.237,0.334,0.026,0.655,0.357,0.968,0.965,0.017,0.012,0.381,0.028,0.241,0.421,0.013,0.014,0.964,0.628,0.271,LA SERENA,518,100
0.917,0.009,0.031,0.02,0.01,0.011,0.01,0.011,0.03,0.008,0.142,0.011,0.01,0.011,0.01,0.716,0.025,0.912,0.603,0.796,0.966,0.015,0.969,0.009,0.028,0.071,0.224,0.173,0.014,0.963,0.011,0.265,LAJA,58,58
0.928,0.012,0.016,0.006,0.009,0.008,0.013,0.017,0.018,0.12,0.128,0.042,0.008,0.008,0.012,0.496,0.029,0.621,0.597,0.9,0.966,0.017,0.012,0.107,0.026,0.247,0.259,0.051,0.017,0.967,0.963,0.38,LAMPA,204,100
0.659,0.111,0.009,0.006,0.008,0.008,0.233,0.184,0.093,0.013,0.167,0.01,0.015,0.011,0.179,0.193,0.025,0.643,0.576,0.968,0.954,0.024,0.01,0.306,0.223,0.234,0.247,0.016,0.023,0.957,0.578,0.317,LAS CABRAS,60,60
0.962,0.014,0.007,0.021,0.012,0.011,0.117,0.006,0.008,0.071,0.168,0.129,0.009,0.011,0.235,0.02,0.018,0.882,0.256,0.703,0.969,0.013,0.009,0.006,0.011,0.033,0.57,0.147,0.01,0.964,0.638,0.967,LAS CONDES,720,100
0.947,0.007,0.024,0.008,0.011,0.011,0.148,0.007,0.015,0.008,0.137,0.012,0.019,0.011,0.143,0.449,0.02,0.83,0.621,0.967,0.937,0.017,0.01,0.176,0.018,0.156,0.218,0.013,0.033,0.961,0.7,0.368,LAUTARO,98,98
0.836,0.007,0.018,0.075,0.012,0.01,0.007,0.17,0.062,0.008,0.131,0.153,0.013,0.01,0.007,0.236,0.055,0.594,0.711,0.656,0.961,0.016,0.174,0.4,0.047,0.392,0.14,0.117,0.014,0.964,0.811,0.194,LEBU,59,59
0.773,0.106,0.011,0.071,0.018,0.013,0.005,0.006,0.067,0.02,0.021,0.151,0.014,0.011,0.004,0.683,0.1,0.836,0.675,0.744,0.756,0.086,0.77,0.012,0.06,0.037,0.294,0.034,0.212,0.89,0.221,0.299,LICANTEN,19,19
0.802,0.123,0.013,0.018,0.013,0.013,0.007,0.01,0.019,0.142,0.166,0.042,0.035,0.012,0.007,0.307,0.108,0.593,0.575,0.756,0.921,0.014,0.322,0.491,0.071,0.141,0.247,0.184,0.03,0.961,0.664,0.192,LIMACHE,114,100
0.871,0.043,0.011,0.008,0.009,0.008,0.174,0.009,0.015,0.082,0.191,0.01,0.011,0.017,0.091,0.148,0.094,0.47,0.509,0.969,0.965,0.025,0.373,0.835,0.019,0.405,0.29,0.013,0.015,0.949,0.361,0.008,LINARES,225,100
0.781,0.008,0.015,0.019,0.009,0.011,0.058,0.006,0.013,0.008,0.112,0.124,0.015,0.017,0.009,0.637,0.022,0.939,0.454,0.681,0.953,0.022,0.516,0.261,0.184,0.046,0.419,0.176,0.023,0.95,0.417,0.096,LITUECHE,22,22
0.845,0.016,0.021,0.017,0.018,0.011,0.024,0.022,0.039,0.009,0.144,0.014,0.031,0.019,0.327,0.464,0.06,0.552,0.496,0.95,0.931,0.028,0.018,0.034,0.055,0.423,0.339,0.019,0.02,0.942,0.631,0.48,LLAILLAY,58,58
0.918,0.043,0.012,0.008,0.009,0.008,0.045,0.007,0.041,0.155,0.151,0.011,0.012,0.044,0.009,0.221,0.025,0.446,0.559,0.969,0.964,0.023,0.01,0.549,0.016,0.356,0.278,0.012,0.015,0.924,0.936,0.223,LLANQUIHUE,45,45
0.931,0.008,0.008,0.04,0.006,0.007,0.002,0.113,0.01,0.013,0.103,0.169,0.005,0.01,0.003,0.629,0.05,0.974,0.27,0.699,0.985,0.014,0.003,0.008,0.01,0.005,0.618,0.091,0.005,0.969,0.992,0.25,LO BARNECHEA,235,100
0.879,0.019,0.016,0.01,0.015,0.015,0.178,0.01,0.026,0.091,0.109,0.051,0.022,0.012,0.011,0.443,0.058,0.36,0.391,0.913,0.941,0.02,0.188,0.379,0.038,0.53,0.484,0.026,0.021,0.953,0.623,0.168,LO ESPEJO,212,100
0.75,0.124,0.05,0.018,0.035,0.011,0.01,0.074,0.012,0.034,0.095,0.029,0.013,0.017,0.121,0.683,0.165,0.599,0.509,0.826,0.76,0.01,0.356,0.201,0.073,0.243,0.346,0.128,0.191,0.963,0.513,0.041,LO PRADO,208,100
0.766,0.012,0.014,0.014,0.012,0.022,0.083,0.169,0.088,0.022,0.161,0.013,0.016,0.014,0.366,0.014,0.041,0.756,0.645,0.962,0.948,0.054,0.046,0.288,0.105,0.21,0.18,0.012,0.024,0.91,0.506,0.529,LOLOL,19,19
0.904,0.072,0.018,0.012,0.015,0.021,0.008,0.009,0.037,0.011,0.106,0.037,0.015,0.013,0.021,0.663,0.032,0.871,0.613,0.813,0.952,0.018,0.491,0.044,0.027,0.046,0.262,0.138,0.019,0.948,0.479,0.284,LONCOCHE,65,65
0.859,0.014,0.02,0.004,0.007,0.021,0.007,0.033,0.065,0.145,0.118,0.006,0.011,0.027,0.005,0.178,0.026,0.534,0.715,0.983,0.971,0.022,0.247,0.251,0.049,0.307,0.146,0.006,0.011,0.93,0.741,0.538,LONGAVI,80,80
0.935,0.009,0.098,0.012,0.013,0.013,0.392,0.007,0.008,0.046,0.156,0.009,0.009,0.009,0.222,0.304,0.026,0.703,0.493,0.965,0.962,0.019,0.38,0.681,0.031,0.242,0.253,0.014,0.016,0.96,0.006,0.008,LONQUIMAY,33,33
0.912,0.025,0.022,0.011,0.011,0.01,0.008,0.025,0.019,0.017,0.117,0.013,0.021,0.013,0.007,0.562,0.027,0.541,0.666,0.964,0.945,0.012,0.588,0.4,0.041,0.417,0.195,0.013,0.023,0.965,0.396,0.013,LOS ALAMOS,51,51
0.891,0.009,0.013,0.066,0.01,0.012,0.011,0.011,0.015,0.009,0.113,0.046,0.073,0.015,0.013,0.765,0.077,0.764,0.525,0.8,0.899,0.014,0.012,0.032,0.017,0.218,0.35,0.088,0.018,0.959,0.963,0.192,LOS ANDES,145,100
0.933,0.022,0.007,0.008,0.007,0.008,0.06,0.069,0.013,0.101,0.16,0.01,0.007,0.011,0.353,0.08,0.036,0.573,0.652,0.971,0.974,0.022,0.009,0.84,0.018,0.304,0.18,0.012,0.013,0.959,0.578,0.01,LOS ANGELES,461,100
0.862,0.015,0.022,0.012,0.027,0.015,0.01,0.014,0.015,0.291,0.116,0.015,0.023,0.014,0.01,0.258,0.105,0.57,0.686,0.957,0.921,0.023,0.399,0.491,0.017,0.124,0.176,0.016,0.028,0.947,0.581,0.236,LOS MUERMOS,45,45
0.856,0.005,0.024,0.03,0.021,0.02,0.008,0.013,0.026,0.008,0.028,0.048,0.018,0.046,0.009,0.575,0.047,0.663,0.831,0.901,0.933,0.034,0.395,0.401,0.071,0.324,0.117,0.02,0.028,0.899,0.587,0.011,LOS SAUCES,19,19
0.819,0.011,0.033,0.105,0.018,0.017,0.022,0.011,0.021,0.011,0.107,0.021,0.017,0.023,0.013,0.762,0.039,0.879,0.423,0.846,0.941,0.019,0.112,0.204,0.121,0.1,0.437,0.027,0.024,0.941,0.853,0.024,LOS VILOS,52,52
0.888,0.008,0.023,0.01,0.013,0.015,0.24,0.007,0.039,0.14,0.142,0.008,0.024,0.043,0.181,0.277,0.043,0.569,0.517,0.822,0.952,0.015,0.345,0.364,0.03,0.284,0.317,0.159,0.011,0.927,0.234,0.351,LOTA,115,100
0.935,0.003,0.046,0.007,0.006,0.007,0.01,0.016,0.008,0.002,0.108,0.003,0.002,0.004,0.236,0.557,0.028,0.991,0.582,0.981,0.98,0.015,0.296,0.009,0.029,0.003,0.263,0.009,0.012,0.974,0.458,0.417,LUMACO,24,24
0.86,0.01,0.028,0.02,0.01,0.01,0.007,0.034,0.02,0.079,0.169,0.013,0.016,0.014,0.049,0.638,0.101,0.731,0.424,0.899,0.957,0.018,0.007,0.15,0.02,0.18,0.379,0.069,0.017,0.958,0.937,0.178,MACHALI,114,100
0.828,0.041,0.009,0.01,0.013,0.021,0.005,0.322,0.026,0.083,0.128,0.029,0.008,0.019,0.025,0.48,0.12,0.64,0.254,0.899,0.94,0.014,0.118,0.188,0.025,0.236,0.61,0.062,0.038,0.947,0.852,0.009,MACUL,261,100
0.934,0.005,0.017,0.008,0.006,0.004,0.006,0.037,0.012,0.105,0.149,0.008,0.008,0.005,0.126,0.527,0.034,0.596,0.367,0.967,0.967,0.021,0.008,0.104,0.021,0.293,0.467,0.017,0.019,0.97,0.861,0.332,MAIPU,1017,100
0.288,0.191,0.032,0.014,0.021,0.009,0.03,0.414,0.02,0.018,0.17,0.018,0.035,0.019,0.081,0.274,0.502,0.597,0.661,0.783,0.926,0.009,0.643,0.024,0.19,0.193,0.138,0.186,0.018,0.962,0.246,0.287,MALLOA,33,33
0.92,0.023,0.01,0.01,0.011,0.008,0.008,0.012,0.013,0.052,0.039,0.011,0.018,0.092,0.007,0.614,0.023,0.587,0.521,0.964,0.944,0.04,0.625,0.358,0.044,0.339,0.43,0.015,0.028,0.861,0.36,0.015,MARCHIGUE,21,21
0.896,0.623,0.068,0.006,0.011,0.01,0.75,0.009,0.033,0.364,0.112,0.074,0.014,0.014,0.239,0.382,0.042,0.005,0.347,0.911,0.962,0.016,0.005,0.569,0.028,0.009,0.472,0.01,0.013,0.96,0.006,0.04,MARIA ELENA,14,14
0.668,0.089,0.012,0.08,0.007,0.007,0.01,0.007,0.215,0.152,0.119,0.018,0.009,0.01,0.011,0.224,0.098,0.27,0.685,0.882,0.967,0.018,0.012,0.762,0.02,0.489,0.184,0.02,0.017,0.965,0.967,0.007,MAULE,82,82
0.912,0.007,0.042,0.008,0.008,0.009,0.086,0.007,0.009,0.009,0.093,0.008,0.008,0.008,0.344,0.533,0.029,0.974,0.676,0.971,0.967,0.023,0.131,0.015,0.05,0.01,0.19,0.013,0.017,0.959,0.44,0.445,MAULLIN,41,41
0.639,0.278,0.051,0.006,0.28,0.011,0.135,0.011,0.015,0.326,0.15,0.008,0.015,0.019,0.613,0.122,0.141,0.119,0.426,0.973,0.608,0.111,0.242,0.282,0.205,0.276,0.373,0.012,0.097,0.86,0.01,0.585,MEJILLONES,27,27
0.873,0.105,0.21,0.01,0.01,0.013,0.155,0.007,0.008,0.006,0.182,0.006,0.006,0.007,0.134,0.108,0.024,0.528,0.552,0.972,0.967,0.018,0.499,0.878,0.095,0.361,0.057,0.012,0.017,0.962,0.212,0.007,MELIPEUCO,22,22
0.711,0.018,0.109,0.018,0.015,0.016,0.017,0.017,0.009,0.084,0.18,0.009,0.008,0.009,0.007,0.415,0.266,0.707,0.317,0.957,0.955,0.031,0.557,0.274,0.014,0.191,0.395,0.016,0.022,0.945,0.419,0.294,MOLINA,110,100
0.902,0.008,0.034,0.012,0.015,0.011,0.01,0.008,0.027,0.103,0.189,0.009,0.007,0.008,0.01,0.416,0.038,0.878,0.434,0.967,0.964,0.017,0.011,0.54,0.033,0.011,0.343,0.012,0.014,0.964,0.969,0.036,MONTE PATRIA,72,72
0.783,0.064,0.027,0.008,0.007,0.008,0.006,0.006,0.01,0.008,0.161,0.01,0.011,0.009,0.012,0.722,0.194,0.506,0.425,0.966,0.963,0.027,0.232,0.263,0.013,0.423,0.387,0.015,0.019,0.955,0.749,0.008,MOSTAZAL,60,60
0.943,0.01,0.019,0.011,0.03,0.008,0.008,0.009,0.015,0.013,0.175,0.011,0.017,0.009,0.248,0.191,0.024,0.963,0.57,0.966,0.898,0.014,0.309,0.774,0.018,0.014,0.237,0.012,0.055,0.969,0.435,0.027,MULCHEN,69,69
0.89,0.085,0.017,0.008,0.006,0.008,0.052,0.006,0.012,0.153,0.176,0.009,0.011,0.01,0.008,0.26,0.083,0.244,0.608,0.971,0.969,0.019,0.5,0.726,0.016,0.518,0.199,0.012,0.014,0.963,0.44,0.007,NACIMIENTO,64,64
0.686,0.023,0.019,0.053,0.024,0.013,0.01,0.089,0.019,0.012,0.06,0.121,0.03,0.019,0.007,0.582,0.278,0.907,0.592,0.68,0.883,0.041,0.146,0.186,0.017,0.058,0.329,0.145,0.063,0.927,0.838,0.142,NANCAGUA,41,41
0.929,0.021,0.031,0.019,0.018,0.011,0.263,0.012,0.02,0.046,0.223,0.046,0.01,0.006,0.114,0.326,0.025,0.754,0.434,0.692,0.953,0.013,0.518,0.008,0.027,0.18,0.312,0.242,0.02,0.97,0.105,0.653,NATALES,65,65
0.517,0.007,0.01,0.119,0.011,0.052,0.007,0.139,0.007,0.008,0.162,0.043,0.008,0.031,0.123,0.549,0.036,0.709,0.516,0.826,0.969,0.063,0.08,0.015,0.44,0.276,0.312,0.012,0.012,0.855,0.789,0.298,NAVIDAD,22,22
0.252,0.041,0.104,0.028,0.055,0.086,0.032,0.945,0.056,0.23,0.091,0.025,0.033,0.015,0.011,0.02,0.582,0.433,0.651,0.885,0.89,0.01,0.432,0.019,0.11,0.296,0.155,0.062,0.022,0.888,0.525,0.016,NEGRETE,25,25
0.859,0.007,0.013,0.037,0.01,0.009,0.007,0.073,0.021,0.12,0.188,0.012,0.012,0.014,0.011,0.296,0.095,0.591,0.412,0.932,0.96,0.022,0.007,0.295,0.024,0.282,0.386,0.019,0.018,0.955,0.975,0.336,NOGALES,53,53
0.918,0.034,0.016,0.008,0.012,0.014,0.067,0.008,0.026,0.01,0.124,0.016,0.016,0.012,0.193,0.436,0.029,0.547,0.66,0.959,0.953,0.02,0.152,0.087,0.028,0.41,0.199,0.017,0.019,0.954,0.589,0.469,NUEVA IMPERIAL,83,83
0.917,0.047,0.011,0.008,0.009,0.007,0.01,0.009,0.007,0.117,0.058,0.055,0.008,0.006,0.01,0.627,0.01,0.677,0.601,0.777,0.969,0.008,0.011,0.009,0.066,0.159,0.33,0.159,0.015,0.978,0.969,0.355,ÑUÑOA,552,100
0.656,0.094,0.033,0.022,0.01,0.008,0.072,0.01,0.012,0.081,0.183,0.02,0.016,0.011,0.028,0.272,0.32,0.685,0.47,0.855,0.925,0.039,0.75,0.013,0.011,0.14,0.314,0.104,0.049,0.942,0.149,0.706,OLIVAR,35,35
0.796,0.049,0.02,0.025,0.011,0.014,0.18,0.011,0.043,0.018,0.154,0.024,0.016,0.017,0.229,0.547,0.089,0.876,0.477,0.78,0.961,0.019,0.196,0.34,0.072,0.057,0.349,0.172,0.012,0.95,0.395,0.102,OLMUE,47,47
0.932,0.008,0.021,0.01,0.012,0.011,0.007,0.009,0.016,0.078,0.15,0.01,0.011,0.01,0.266,0.47,0.029,0.741,0.505,0.966,0.963,0.022,0.009,0.011,0.024,0.173,0.324,0.014,0.015,0.957,0.717,0.51,OSORNO,378,100
0.939,0.007,0.013,0.035,0.006,0.008,0.013,0.007,0.011,0.065,0.164,0.127,0.007,0.009,0.013,0.33,0.014,0.837,0.622,0.675,0.931,0.011,0.014,0.007,0.036,0.091,0.2,0.163,0.056,0.972,0.961,0.657,OVALLE,248,100
0.913,0.009,0.014,0.021,0.009,0.009,0.012,0.02,0.019,0.076,0.123,0.124,0.009,0.01,0.011,0.254,0.044,0.885,0.613,0.654,0.962,0.017,0.015,0.716,0.024,0.03,0.251,0.2,0.019,0.963,0.961,0.01,PADRE LAS CASAS,172,100
0.866,0.146,0.01,0.006,0.008,0.008,0.009,0.296,0.01,0.064,0.085,0.009,0.183,0.006,0.01,0.137,0.016,0.746,0.606,0.974,0.783,0.009,0.01,0.275,0.108,0.044,0.298,0.011,0.026,0.976,0.97,0.291,PAIHUANO,14,14
0.777,0.054,0.012,0.017,0.01,0.026,0.007,0.013,0.01,0.159,0.072,0.049,0.013,0.018,0.006,0.381,0.01,0.475,0.713,0.902,0.959,0.026,0.252,0.436,0.203,0.311,0.203,0.032,0.019,0.931,0.735,0.171,PALMILLA,29,29
0.696,0.004,0.013,0.009,0.009,0.019,0.482,0.144,0.021,0.004,0.141,0.05,0.016,0.031,0.006,0.731,0.252,0.88,0.53,0.579,0.958,0.115,0.009,0.109,0.032,0.112,0.317,0.363,0.016,0.835,0.502,0.015,PANQUEHUE,19,19
0.832,0.052,0.009,0.011,0.02,0.013,0.011,0.011,0.135,0.015,0.079,0.056,0.079,0.022,0.009,0.016,0.015,0.814,0.554,0.826,0.855,0.026,0.834,0.011,0.018,0.118,0.357,0.107,0.046,0.939,0.147,0.962,PAPUDO,19,19
0.858,0.042,0.008,0.007,0.01,0.01,0.008,0.043,0.059,0.082,0.065,0.009,0.007,0.007,0.012,0.482,0.03,0.636,0.906,0.749,0.958,0.024,0.012,0.012,0.053,0.24,0.02,0.235,0.025,0.959,0.968,0.463,PAREDONES,20,20
0.791,0.007,0.012,0.127,0.014,0.011,0.006,0.008,0.104,0.007,0.131,0.075,0.013,0.011,0.006,0.193,0.028,0.819,0.574,0.764,0.953,0.022,0.93,0.562,0.077,0.167,0.283,0.035,0.019,0.956,0.057,0.238,PARRAL,105,100
0.855,0.013,0.019,0.041,0.031,0.012,0.008,0.086,0.018,0.095,0.141,0.012,0.052,0.014,0.072,0.203,0.012,0.773,0.381,0.922,0.877,0.016,0.007,0.009,0.116,0.119,0.459,0.025,0.041,0.958,0.913,0.702,PEDRO AGUIRRE CERDA,223,100
0.851,0.017,0.009,0.009,0.009,0.011,0.005,0.05,0.022,0.072,0.153,0.008,0.011,0.013,0.006,0.267,0.03,0.892,0.632,0.972,0.965,0.022,0.382,0.021,0.097,0.019,0.206,0.012,0.015,0.954,0.608,0.662,PELARCO,27,27
0.518,0.369,0.041,0.014,0.01,0.026,0.009,0.257,0.031,0.017,0.112,0.064,0.008,0.089,0.139,0.014,0.05,0.111,0.82,0.886,0.977,0.035,0.103,0.712,0.401,0.504,0.026,0.036,0.005,0.849,0.749,0.017,PELLUHUE,22,22
0.894,0.015,0.016,0.033,0.01,0.011,0.013,0.061,0.017,0.123,0.086,0.01,0.013,0.018,0.01,0.597,0.048,0.632,0.316,0.943,0.949,0.026,0.007,0.263,0.04,0.23,0.582,0.015,0.028,0.945,0.971,0.079,PEÑALOLEN,482,100
0.767,0.007,0.016,0.009,0.009,0.023,0.189,0.065,0.029,0.016,0.132,0.008,0.02,0.016,0.632,0.018,0.051,0.736,0.696,0.853,0.947,0.029,0.157,0.901,0.153,0.241,0.156,0.129,0.024,0.932,0.023,0.016,PENCAHUE,30,30
0.873,0.02,0.014,0.011,0.014,0.01,0.112,0.062,0.056,0.009,0.212,0.01,0.01,0.009,0.252,0.312,0.037,0.559,0.438,0.965,0.958,0.023,0.015,0.295,0.035,0.412,0.336,0.015,0.018,0.958,0.621,0.33,PENCO,113,100
0.077,0.021,0.171,0.231,0.049,0.043,0.003,0.098,0.048,0.009,0.023,0.165,0.014,0.032,0.005,0.533,0.561,0.561,0.628,0.541,0.9,0.021,0.987,0.186,0.313,0.409,0.178,0.064,0.038,0.904,0.005,0.184,PERALILLO,29,29
0.757,0.016,0.018,0.01,0.016,0.082,0.038,0.199,0.014,0.332,0.087,0.012,0.025,0.019,0.01,0.154,0.018,0.105,0.725,0.963,0.943,0.041,0.007,0.635,0.211,0.547,0.17,0.014,0.017,0.858,0.944,0.012,PERQUENCO,19,19
0.759,0.165,0.051,0.009,0.011,0.025,0.01,0.019,0.039,0.206,0.167,0.016,0.011,0.009,0.01,0.306,0.013,0.608,0.375,0.836,0.963,0.023,0.012,0.667,0.189,0.022,0.407,0.139,0.015,0.943,0.968,0.008,PETORCA,25,25
0.842,0.009,0.021,0.007,0.008,0.008,0.028,0.045,0.016,0.035,0.163,0.016,0.008,0.009,0.248,0.49,0.022,0.622,0.448,0.964,0.965,0.022,0.31,0.013,0.121,0.333,0.368,0.013,0.019,0.961,0.414,0.452,PEUMO,35,35
0.887,0.007,0.054,0.012,0.011,0.009,0.006,0.459,0.082,0.145,0.083,0.007,0.01,0.01,0.431,0.209,0.014,0.482,0.616,0.969,0.965,0.018,0.301,0.008,0.017,0.366,0.247,0.013,0.015,0.962,0.262,0.325,PICA,18,18
0.792,0.01,0.027,0.01,0.017,0.014,0.018,0.021,0.013,0.013,0.116,0.014,0.027,0.021,0.168,0.403,0.012,0.827,0.563,0.968,0.895,0.05,0.293,0.199,0.183,0.149,0.295,0.009,0.061,0.916,0.521,0.378,PICHIDEGUA,46,46
0.729,0.015,0.018,0.017,0.065,0.019,0.34,0.175,0.033,0.095,0.051,0.043,0.03,0.023,0.011,0.434,0.061,0.81,0.546,0.895,0.887,0.02,0.026,0.13,0.177,0.08,0.385,0.045,0.019,0.938,0.622,0.261,PICHILEMU,51,51
0.434,0.209,0.014,0.014,0.047,0.014,0.006,0.008,0.079,0.044,0.088,0.058,0.052,0.012,0.007,0.353,0.388,0.635,0.532,0.903,0.799,0.018,0.337,0.128,0.099,0.112,0.366,0.025,0.102,0.957,0.65,0.512,PIRQUE,66,66
0.871,0.138,0.018,0.009,0.011,0.011,0.007,0.007,0.037,0.095,0.11,0.012,0.012,0.013,0.006,0.402,0.034,0.707,0.546,0.966,0.96,0.023,0.34,0.504,0.058,0.06,0.326,0.013,0.017,0.953,0.646,0.087,PITRUFQUEN,65,65
0.545,0.142,0.012,0.018,0.016,0.008,0.011,0.009,0.12,0.017,0.023,0.03,0.065,0.026,0.295,0.558,0.019,0.629,0.766,0.921,0.896,0.015,0.068,0.009,0.315,0.212,0.2,0.031,0.024,0.951,0.625,0.424,PLACILLA,23,23
0.96,0.005,0.024,0.01,0.033,0.011,0.347,0.015,0.014,0.004,0.121,0.015,0.078,0.04,0.137,0.006,0.009,0.982,0.404,0.938,0.811,0.015,0.51,0.237,0.017,0.008,0.451,0.037,0.077,0.933,0.007,0.741,PORVENIR,15,15
0.885,0.016,0.039,0.026,0.087,0.015,0.004,0.114,0.049,0.006,0.064,0.008,0.103,0.019,0.41,0.518,0.036,0.658,0.776,0.679,0.784,0.026,0.005,0.006,0.03,0.321,0.121,0.287,0.026,0.94,0.581,0.361,POZO ALMONTE,34,34
0.967,0.017,0.011,0.027,0.01,0.01,0.015,0.04,0.005,0.155,0.011,0.007,0.008,0.007,0.01,0.397,0.016,0.647,0.012,0.955,0.97,0.012,0.01,0.011,0.013,0.18,0.966,0.011,0.012,0.971,0.965,0.552,PROVIDENCIA,431,100
0.785,0.033,0.055,0.023,0.008,0.007,0.011,0.086,0.007,0.088,0.184,0.011,0.009,0.008,0.01,0.611,0.012,0.859,0.423,0.877,0.966,0.015,0.011,0.01,0.197,0.019,0.338,0.089,0.017,0.969,0.968,0.293,PUCHUNCAVI,54,54
0.908,0.033,0.017,0.028,0.027,0.019,0.009,0.095,0.03,0.049,0.097,0.009,0.014,0.015,0.029,0.825,0.035,0.688,0.571,0.947,0.918,0.02,0.01,0.057,0.028,0.229,0.315,0.016,0.042,0.946,0.953,0.023,PUCON,90,90
0.923,0.013,0.007,0.006,0.008,0.007,0.047,0.069,0.014,0.099,0.088,0.038,0.011,0.012,0.209,0.529,0.037,0.661,0.398,0.94,0.961,0.017,0.011,0.019,0.026,0.227,0.506,0.016,0.02,0.964,0.733,0.382,PUDAHUEL,453,100
0.929,0.012,0.008,0.014,0.007,0.008,0.012,0.03,0.016,0.126,0.181,0.018,0.009,0.008,0.009,0.411,0.026,0.59,0.341,0.919,0.968,0.011,0.011,0.357,0.03,0.271,0.47,0.048,0.016,0.974,0.968,0.202,PUENTE ALTO,1079,100
